Beteiligte;Titel_Sammlung;Objektbezeichnung;InvNr;Jahr_von;Jahr_bis;Datierung;Gattung;Geogr_Bezug;Maße;Material;Beschriftung;Verw_Institution;Sammlungsbereich;Akt_Standort;Beschreibung_Notizen
Carl Friedrich Mylius;Große Gallusgasse gegen Roßmarkt;Stadttopographie;C30072;1860;1880;um 1870;Fotografie;Frankfurt am Main-Innenstadt, Große Gallusgasse, Roßmarkt;"Bildmaß: 18,5 x 24,6 cm; Blattmaß: 20,5 x 25,8 cm; Objektmaß: 36,4 x 53,1 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Große Gallus Straße hieß früher Große Gallusgasse und führt vom Roßmarkt nach Westen zur Taunusanlage. Der Blick geht in umgekehrter Richtung vom Taunustor über die Kreuzung mit der Mainzer Landstraße zur Katharinenkirche._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 174)_x000D_
_x000D_
Hinten, Richtung Roßmarkt, ist das ""HOTEL NORD""; die Uhr vorne rechts zeigt 15:25; das Straßenschild daneben kennzeichnet die ""Neue Mainzer Strasse"""
Carl Friedrich Mylius;Kaiserstraße 8-12;Stadttopographie;Ph02573;1880;1900;um 1890;Fotografie;Frankfurt am Main-Innenstadt, Kaiserstraße 8-12;"Bildmaß: 29 x 20,2 cm; Blattmaß: 32 x 23,3 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Mylius dokumentiert in dieser späten Aufnahme historische Neubauten mit Stilelementen aus Klassizismus und Renaissance. Dieser Abschnitt entstand bereits 1874 nach dem ersten Durchbruch der Kaiserstraße zu den früheren Bahnhöfen an der Gallusanlage. Nach der Eröffnung des neuen Hauptbahnhofs im Jahr 1888 wurde die Kaiserstraße bis dorthin verlängert und bildete das Zentrum des Bahnhofsviertels._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 181)_x000D_
_x000D_
_x000D_
Die Geschäftswerbung von links nach rechts:_x000D_
_x000D_
""Ludwig Bettelmann"" (Haus Nr. 12)_x000D_
_x000D_
""PIANOS""_x000D_
""A. EULENSTEIN."" (Haus Nr. 10)_x000D_
_x000D_
""Entresol_x000D_
zu vermiethen"" (zwei Schilder)_x000D_
""JEAN JOST vorm. A.WALGER_x000D_
Tapeten Leinen        Linoleum"" (Haus Nr. 8)_x000D_
_x000D_
rechter Bildrand, Haus Nr. 6, angeschnitten:_x000D_
""F. C. STRUBBE[...]"""
Carl Friedrich Mylius;Die Landwirtschaftliche Halle im Klapperfeld, erbaut 1869, abgerissen 1881;Architektur, Stadttopographie;C02740;1861;1870;1869;Architekturfotografie;Frankfurt am Main-Innenstadt, Klapperfeld (Landwirtschaftliche Halle);"Bildmaß: 21,3 x 30,6 cm; Objektmaß: 36 x 53 cm";"Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"In der östlichen Innenstadt im Jahr 1869 gebaut, wurde die Halle 1881 im Zusammenhang mit der Verlängerung der Zeil abgerissen und am Ostendplatz neu errichtet. Sie diente als Unterkunft für bis zu 550 Pferde und hatte damit Bedeutung für den traditionellen Frankfurter Pferdemarkt, den der 1860 gegründete Landwirtschaftliche Verein wiederbelebt hatte._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 183, zu der Variante in Privatbesitz)"
Carl Friedrich Mylius;Das alte Zeughaus im Rahmhof vor dem Abbruch 1871;Architektur, Stadttopographie;C09727;1861;1871;vor 1871;Fotografie;Frankfurt am Main-Innenstadt, Rahmhof (Altes Zeughaus);"Bildmaß: 16,5 x 22,7 cm; Objektmaß: 36,4 x 52,9 cm";"Papier; Albuminabzug";"verso, unten (unter dem Stempel der Städtischen Sammlungen): ""aus d. AV[ligiert,=Alterthums-Verein] getilgt"" (blauer Stempel)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Rahmhof war ein größerer Gebäudekomplex, der in den Jahren zwischen 1871 und 1874 nach und nach abgetragen wurde; auf diesem Gelände wurde die neue Börse erbaut._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 172)"
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung; J. M. Pohl";Dekoration des Roßmarktes beim Einzug des Kaisers Wilhelm und der vom Kriege heimfahrenden Truppen;Dokumentarfotografie, Historie, profan, Stadttopographie;C07406;1871;1880;15.03.1871;Dokumentarfotografie;Frankfurt am Main-Innenstadt, Rossmarkt;"Bildmaß: 21,8 x 30 cm; Objektmaß: 36,2 x 47,2 cm";"Papier; Albuminabzug";"auf Tafel an der Dekoration: ""Paris 1814. 1815. 1871.""";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Wilhelm I. kam nach Abschluss des Vorfriedens von Versailles am 15. März 1871 nach Frankfurt, wo dann im Mai die Friedensverhandlungen im Hotel zum Schwan stattfanden._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 269)"
Carl Friedrich Mylius;Das Cronstetten'sche Stift nach Osten, mit der Birke, welcher Bettine von Arnim gedachte;Architektur, Stadttopographie;C17725;1861;1870;1864;Architekturfotografie;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);"Bildmaß: 23 x 17,6 cm; Blattmaß: 39,2 x 31,7 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug; Tusche (einzelne Blätter im Wipfel der Birke)";"recto, unten mitte, auf Original-Unterkarton: ""Nach Osten. Birke, welcher Bettina [sic] gedachte."" (braune Tinte)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;Blick in den Garten des Stiftes, im Hintergrund schiefergedeckte Gebäude, Weinlaub, offenes, weißes Gartentor, Mann mit Gießkanne
Carl Friedrich Mylius;Das Cronstetten'sche Stift, Eingang zum Stiftsgebäude mit Frau Bauer von Eisenek, Fräulein von Günderode, Frau Pröbstin von Lersner, Herrn und Fräulein von Lersner;Architektur, Stadttopographie;C17732;1861;1870;1864;Architekturfotografie;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);"Bildmaß: 26,1 x 19,1 cm; Blattmaß: 39,7 x 31,6 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte, auf Original-Unterkarton: ""Eingang zum Stiftsgebäude."" (braune Tinte)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Einrichtung der Cronstett-Hynspergischen evangelischen Stiftung befand sich an der Südseite des Roßmarkts, ihr Zweck war die Versorgung unverheirateter Töchter und Witwen aus Patrizierfamilien. Als das Gebäude 1865/66 dem Durchbruch der Kaiserstraße weichen mußte, erhielt Mylius von der Administration der Stiftung den Auftrag, die gesamte Anlage photographisch zu dokumentieren. Mylius veröffentlichte 15 seiner Aufnahmen in einer Mappe mit dem Titel ""Erinnerung an das Cronstettische Stift vor dem Umbau""._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 115)"
Carl Friedrich Mylius;Cronstetten'sches Stift, Treppenhaus im Hof;Architektur, Stadttopographie;Ph00865;1861;1870;1864;Fotografie;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);"Bildmaß: 23,4 x 16,5 cm; Blattmaß: 30,7 x 22,2 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;
Carl Friedrich Mylius;Das von Cronstett'sche Stift vor dem Umbau 1864, Eingang vom Roßmarkt;Architektur, Stadttopographie;Ph19741,07;1861;1870;1864;Fotografie;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);"Bildmaß: 23,5 x 17 cm; Blattmaß: 39,7 x 32,2 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte: ""Eingang v. Rossmarkt"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;
"Carl Friedrich Mylius; Nicolas Alexandre Salins de Montfort";Englischer Hof am Roßmarkt, Speisesaal;Interieur, Stadttopographie;C28063;1860;1880;um 1870;Fotografie;Frankfurt am Main-Innenstadt, Roßmarkt (Englischer Hof);"Bildmaß: 18 x 23,9 cm; Blattmaß: 24,3 x 29,7 cm; Objektmaß: 36,5 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Speisesaal wurde nicht nur von Hotelgästen genutzt, auch Einheimische nahmen ihn gern in Anspruch, so zum Beispiel Arthur Schopenhauer, der hier zuletzt regelmäßig mittags tafelte._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 208)"
Carl Friedrich Mylius;Eingang des Roßmarkts mit der Hauptwache;Stadttopographie;C03416;1861;1870;1869;Fotografie;Frankfurt am Main-Innenstadt, Roßmarkt, Hauptwache;"Bildmaß: 21,1 x 30,2 cm; Objektmaß: 36,5 x 53 cm Passepartout-Karton";"Passepartout-Karton; Papier; Albuminabzug";"recto, unter Foto: ""C. F. Mylius photogr. [mit Bleistift ergänzt: ""1869""] Eingang des Rossmarkts mit der Hauptwache."" (schwarze Tinte, wahrscheinlich Vermerk des Schenkers, Ferdinand Prestel)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;Graphische Sammlung;"Vom Roßmarkt sieht man über die Hauptwache, die nach der Einverleibung der Freien Stadt Frankfurt durch Preußen im Jahre 1866 ihre militärische Bedeutung verloren hatte, zu den Häusern am Schillerplatz. Die Straßenbeleuchtung durch Gaslaternen war bereits installiert._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 55, zu dem identischen Motiv in Privatbesitz)"
Carl Friedrich Mylius;Die Schmiede an der Nordseite des Schillerplatzes;Stadttopographie;C04366;1851;1860;1860;Fotografie;Frankfurt am Main-Innenstadt, Schillerplatz;"Bildmaß: 21,9 x 18,4 cm; Objektmaß: 53 x 36,4 cm";"auf Karton aufgezogen; Papier; Albuminabzug";"verso, spiegelverkehrt durchscheinend, oben mitte: eine Zahl (20?), darunter eine Beschriftung (""Mylius ...""?) (blauer Stift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;
Carl Friedrich Mylius;Schillerplatz, Häuserreihe nach Westen mit der Biebergasse;Architektur, Stadttopographie;C02763;1871;1880;1879;Architekturfotografie;Frankfurt am Main-Innenstadt, Schillerplatz, Biebergasse;"Bildmaß: 21,4 x 28,5 cm; Objektmaß: 36,4 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Schillerplatz schließt sich nördlich an die Hauptwache an, wurde ursprünglich für Paraden des städtischen Militärs genutzt und hieß deshalb Paradeplatz. Nach der Aufstellung des Schillerdenkmals im Jahr 1864 wurde er in Schillerplatz umbenannt._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 60, zu dem identischen Motiv C27048)"
Carl Friedrich Mylius;Schillerplatz, Häuserreihe nach Westen mit der Biebergasse;Architektur, Stadttopographie;C27048;1871;1880;1879;Fotografie;Frankfurt am Main-Innenstadt, Schillerplatz, Biebergasse;"Bildmaß: 22,7 x 31 cm; Objektmaß: 36,5 x 53,2 cm";"Papier; auf Papier aufgezogen; Albuminabzug; Übermalungen bei dem Figurenpaar in der Bildmitte und dem mittleren Pferdekopf des Kutschengespanns; getont";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Schillerplatz schließt sich nördlich an die Hauptwache an, wurde ursprünglich für Paraden des städtischen Militärs genutzt und hieß deshalb Paradeplatz. Nach der Aufstellung des Schillerdenkmals im Jahre 1864 wurde er in Schillerplatz umbenannt._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 60)"
Carl Friedrich Mylius;Die Zeil vom Schillerplatz aus;Stadttopographie;C19977;1855;1875;um 1865;Fotografie;Frankfurt am Main-Innenstadt, Schillerplatz, Zeil;"Bildmaß: 15,2 x 24 cm Höhe links um 0,2 cm mehr; Blattmaß: 17,6 x 25,1 cm; Objektmaß: 36,4 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Mylius dokumentiert hier die Umgestaltung des Paradeplatzes hinter der Hauptwache vor der Errichtung des Schillerdenkmals. Die ersten jungen Bäume sind schon eingepflanzt, eine der Baubuden steht noch. Die Droschken im Vordergrund und die verschwommenen Bewegungen auf der Zeil vermitteln einen Eindruck vom Leben auf dieser Hotel- und Geschäftsstraße._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 62)_x000D_
_x000D_
Die Geschäfte:_x000D_
links:_x000D_
""LOUIS DEFIZE.""_x000D_
_x000D_
""Charlotte Reger.""_x000D_
_x000D_
""A. Schönhard_x000D_
Ch[?...]macher [oder TH? Thürmacher?]""_x000D_
_x000D_
""[PE]LZ & RAUCHWAAREN=LAGER VON J. H. ROHWEDER."" (besser lesbar auf C19978)_x000D_
_x000D_
""Modes G. Conradi Modes_x000D_
72 [Hausnummer] 72_x000D_
Nachfolger von C. Bilger Moreau.""_x000D_
_x000D_
""Antiquitées et Curiositées_x000D_
C. P. KRAYER.""_x000D_
_x000D_
""Hofmann's_x000D_
Fabrik und Lager in_x000D_
[Lein]wand Gebild Damast"" (besser lesbar auf C19978, hier ist das Geschäft auf der rechten Seite)_x000D_
_x000D_
rechts:_x000D_
""PFAFF""_x000D_
_x000D_
""Papier [?...]""_x000D_
_x000D_
(vergleiche auch C19978)_x000D_
_x000D_
Die gleiche Ansicht 2016: siehe Multimedia"
Carl Friedrich Mylius;Das Senckenberghaus von der Schlimm-Mauer aus gesehen vor dem Abbruch 1866;Architektur, Stadttopographie;C03269;1861;1870;1866;Architekturfotografie;Frankfurt am Main-Innenstadt, Senckenberg-Institut;"Bildmaß: 23,6 x 16,9 cm; Objektmaß: 53 x 36,4 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Blick geht von der Stiftstraße aus zum Eschenheimer Turm, im Vordergrund die sogenannte Schlimme Mauer, die Gartenmauer des Senckenbergischen Geländes. Mylius nahm auch dieses Gebäude kurz vor dem 1866 erfolgten Abriss auf._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 163)"
Carl Friedrich Mylius;Porzellanhof, Stelzengasse, Hofansicht;Stadttopographie;C07844;1870;1890;um 1880;Fotografie;Frankfurt am Main-Innenstadt, Stelzengasse, Porzellanhof;"Bildmaß: 13,3 x 9,7 cm; Objektmaß: 53 x 36,5 cm zusammen mit C20516 auf einem Karton";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Zu dem Hof östlich der Konstablerwache gehörte ein großer Gebäudekomplex, der 1879 der Verlängerung der Zeil weichen mußte. Der Name geht auf eine Porzellanmanufaktur zurück, die im 18. Jahrhundert dort betrieben wurde._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 176)"
Carl Friedrich Mylius;Eschenheimer Turm und Senckenbergisches Stiftsgebäude;Stadttopographie;C35082;1850;1870;um 1860;Fotografie;Frankfurt am Main-Innenstadt, Stiftstraße (Senckenberg Stift);"Bildmaß: 21,6 x 16,8 cm; Blattmaß: 26,4 x 20,4 cm; Objektmaß: 53 x 36,5 cm Passepartout-Karton";"Papier; auf Karton aufgezogen; Passepartout-Karton; Albuminabzug";"verso, unten links: ""HS"" (lilafarbener Stempel, ligiert; Sammlerstempel Heinrich Stiebel)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;Graphische Sammlung;"Unter dem Straßenschild ""Stiftstrasse."" das Schild:_x000D_
""P. Weilenker [?]_x000D_
Lohnkutscher_x000D_
Equipages a [...?]_x000D_
[dazu Pfeil nach rechts zum Bild heraus]""_x000D_
_x000D_
Auf der Plakatwand ist nur ein Plakat mit ""Zoologischer Garten"" zu entziffern"
Carl Friedrich Mylius;"Theaterplatz, ""Zu den drei Hasen""";Stadttopographie;C22570;1891;1900;1892;Fotografie;Frankfurt am Main-Innenstadt, Theaterplatz;"Bildmaß: 23,6 x 31,8 cm; Blattmaß: 24,6 x 32,8 cm; Objektmaß: 36,5 x 53,2 cm";"auf Karton aufgezogen; Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Bei dieser sehr späten Aufnahme fällt der Neubau im Stil der Gründerzeit auf der rechten Seite auf. Er ist ein Beispiel für die neuen Häuser der wilhelminischen Ära, die die ältere Bebauung verdrängten und fast nur noch Geschäfts- und Bürozwecken diensten. Rechts das Vordach des damaligen Stadttheaters, das im Sprachgebrauch der Frankfurter ""Komödienhaus"" genannt wurde._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 159)_x000D_
_x000D_
Die Geschäftswerbung auf den Häusern von links nach rechts:_x000D_
_x000D_
""A. HARTWIG_x000D_
Graveur."" und_x000D_
""Weinrestauration_x000D_
Falstaff""_x000D_
_x000D_
""Brauerei Fritz Reutlinger"",_x000D_
""Frühstück_x000D_
&_x000D_
Mittagstisch"",_x000D_
""Lager_x000D_
&_x000D_
Export_x000D_
Bier"" und_x000D_
""Restauration und Bierwirtschaft  von Georg Heidt.""_x000D_
An den Glasfenstern im Erdgeschoss:_x000D_
""Billard"", ""Wein"", ""Bier"" und ""Aepfelwein""_x000D_
_x000D_
""Zu den drei Hasen._x000D_
Hasenbräu."" und_x000D_
""Eisfrisch_x000D_
aus der_x000D_
Brauerei_x000D_
J. J. Jung"" und _x000D_
""Direct_x000D_
vom_x000D_
Fass_x000D_
Anstich Morgens 8 Uhr"" und_x000D_
""Lagerbier aus der Brauerei J. J. Jung""_x000D_
_x000D_
danach das Straßenschild: ""Theater-Platz""_x000D_
_x000D_
rechtes Haus:_x000D_
""Tabak_x000D_
[senkrecht] Cigarren_x000D_
Cigaretten"""
Carl Friedrich Mylius;Garten des Mumm'schen Hauses, Zeil 36, niedergelegt 1904;Natur, Stadttopographie;C22604;1865;1885;um 1875;Fotografie;Frankfurt am Main-Innenstadt, Zeil 36 (Mumm'sches Haus);"Bildmaß: 19,5 x 24,7 cm; Objektmaß: 36,4 x 53,1 cm";"Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Wie bei solchen Auftragsaufnahmen üblich, posierte die Familie in privater Umgebung. Die alteingesessene Frankfurter Familie war im Wein- und Champagnerhandel tätig._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 210)"
Carl Friedrich Mylius;Blick in die Zeil Richtung Westen, links die alte Konstablerwache, ehemaliges Zeughaus, niedergelegt 1886;Stadttopographie;C27040;1870;1890;um 1880;Fotografie;Frankfurt am Main-Innenstadt, Zeil, Konstabler Wache;"Bildmaß: 24 x 32,2 cm; Objektmaß: 36,4 x 53,1 cm";"auf Papier augezogen; Papier; Albuminabzug; getont";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Am linken Rand ist die damalige Konstabler Wache zu sehen, die als Militärwache, Gefängnis und Polizeistation diente._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 158)_x000D_
_x000D_
_x000D_
links, an der Konstabler Wache:_x000D_
""Wechsel Bank Comptoir""_x000D_
_x000D_
Die Beschriftung an der rechten Hauswand:_x000D_
""H. BREUL_x000D_
vormals_x000D_
C. Wilsenbach_x000D_
Farbwaaren [sic]_x000D_
Droguen [sic]_x000D_
Chemikalien_x000D_
Portl. Cement_x000D_
Maschinen[...]_x000D_
etc."""
Carl Friedrich Mylius;Die neue Irrenanstalt auf dem Affenstein, etwas seitlich, abgebrochen 1929;Architektur, Stadttopographie;C29353;1861;1970;1869;Fotografie;Frankfurt am Main-Nordend, Affenstein;"Bildmaß: 19 x 27,3 cm; Blattmaß: 23,5 x 31,5 cm; Objektmaß: 53 x 36,5 cm zusammen mit C29354 auf einem Karton";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte, auf Original-Unterkarton: ""310"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die ""Anstalt für Irre und Epileptische"" wurde 1864 fertiggestellt und kurz nach der Einweihung von Mylius photographiert. Das Krankenhaus wurde auf Betreiben von Heinrich Hoffmann, dem Verfasser des Struwwelpeter, erbaut, der es bis zu seiner Pensionierung im Jahr 1888 leitete._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 182, zu dem identischen Motiv in Privatbesitz)"
Carl Friedrich Mylius;Friedberger Warte;Stadttopographie;C03421;1861;1870;1868;Fotografie;Frankfurt am Main-Nordend, Friedberger Warte;"Bildmaß: 22,9 x 17,2 cm; Objektmaß: 52,8 x 36,5 cm";"Papier; Albuminabzug";"recto, unter Foto: ""C. F. Mylius photog. 1868. Friedberger Warte."" (schwarze Tinte, wahrscheinlich Vermerk des Schenkers, Ferdinand Prestel)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Dieser Turm der Landwehr, der der früheren Stadtbefestigung vorgelagert war, sollte Frankfurt in nordöstlicher Richtung absichern. Er war auf dem höchsten Punkt der Gemarkung des Dorfes Bornheim, das zur Reichsstadt gehörte, angelegt. Wie die anderen Warten blieb der Turm erhalten und war seit 1815 ein Apfelweinlokal._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 243)"
Carl Friedrich Mylius;Die Gerbermühle vor der Wiederherstellung;Architektur, Stadttopographie;C13304;1870;1890;um 1880;Architekturfotografie;Frankfurt am Main-Oberrad (Gerbermühle);"Bildmaß: 22 x 28,3 cm; Objektmaß: 53,1 x 36,4 cm";"Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Bankier Johann Jakob Willemer pachtete die ursprüngliche Getreidemühle als Sommersitz, auf dem sich 1815 die Romanze zwischen Goethe und Marianne von Willemer abspielte. Danach verfiel sie unter anderen Besitzern zunehmend, wurde von der Stadt erworben und nach der Renovierung 1904 mit Unterbrechungen als Ausflugslokal genutzt._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 236)_x000D_
_x000D_
_x000D_
Zwischen hohen Baumgruppen steht ein schadhafter Gebäudekomplex ohne Fensterglas, z.T. sind Fensterrahmen ausgehängt oder Fensterhöhlen mit Brettern vernagelt, eine Leiter, die bis ins obere Stockwerk reicht, lehnt an der rechten Hauswand, das Gelände ist eingezäunt, im Vordergrund ein Feld mit niedrigem Bewuchs (Unkraut)"
Carl Friedrich Mylius;Die Obermainbrücke im Bau, zweiteilige zusammengesetzte Fotografie;Architektur, Stadttopographie;Ph01289;1871;1880;1877;Fotografie;Frankfurt am Main-Ostend, Obermainbrücke;"Bildmaß: 25,6 x 31,9 cm die linke Fotografie; Bildmaß: 25,6 x 31,2 cm die rechte Fotografie (variiert in der Breite um 0,2 cm); Bildmaß: 25,6 x 63 cm die zusammengesetzte Fotografie; Objektmaß: 54,5 x 72,8 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Obermainbrücke wurde von 1876 bis 1878 als dritte Straßenbrücke errichtet, um die östlichen Stadtteile mit dem ebenfalls gewachsenen östlichen Sachsenhausen zu verbinden. Im Hintergrung die Häuser der Schönen Aussicht und als deren Abschluss die Stadtbibliothek._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 195)_x000D_
_x000D_
Die gleiche Ansicht 2016: siehe Multimedia"
Carl Friedrich Mylius;Die Gasfabrik in der Obermainstraße 18;Industrie, Stadttopographie;C25721;1852;1872;um 1862;Fotografie;Frankfurt am Main-Ostend, Obermainstraße 18 (Gasfabrik);"Bildmaß: 17,5 x 23,6 cm; Blattmaß: 26 x 30,7 cm; Objektmaß: 36,5 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Frankfurt verfügte über mehrere Gasfabriken, die mwegen der inzwischen installierten Gasbeleuchtung notwendig geworden waren. Am Obermaintor betrieb die Imperial Continental Association die sogenannte Englische Gasfabrik._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 197)"
Carl Friedrich Mylius;Rechneigrabenweiher, westlicher Teil;Natur, Stadttopographie;C29321;1861;1870;1867;Fotografie;Frankfurt am Main-Ostend, Rechneigrabenweiher;"Bildmaß: 18,7 x 28,1 cm; Blattmaß: 24 x 33,8 cm; Objektmaß: 36,1 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;Die Spiegelung der Häuser im Wasser ist sehr eindrucksvoll (vor allem, wenn man das Bild verkehrtherum betrachtet)
Carl Friedrich Mylius;Blick von der Gartenterrasse des Trost'schen Hauses aus nach Norden, im Vordergrund Sachsenhausen;Stadtansicht, Stadttopographie;Ph07847;1881;1890;Sommer 1886;Fotografie;Frankfurt am Main-Sachsenhausen;"Bildmaß: 24 x 32,5 cm Maß variiert in der Höhe von 23,5 bis 24 cm; Blattmaß: 24,9 x 33,1 cm; Objektmaß: 36,4 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"verso, unten mitte: ""Blick von der Gartenterrasse des Trost'schen Hauses aus nach Norden, Bornheim, Röderberg, Bergen, Hanauer Ldstr. und Main im Vordergrund Gemüsegarten Sommer 1886"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Kaufmann Trost wohnte am Mühlberg in Sachsenhausen. Der Blick geht über gut bestellte Felder und die Bahnlinie Frankfurt-Offenbach-Hanau zum neuen Schlachthof am Deutschherrenufer am Sachsenhäuser Mainufer._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 234)"
"Carl Friedrich Mylius; Emil Bertling, alte Zuschreibung";Sachsenhäuser Ufer, mit der alten Dreikönigskirche;Stadtansicht, Stadttopographie;Ph00117;1851;1860;1859;Architekturfotografie;Frankfurt am Main-Sachsenhausen;"Bildmaß: 15,9 x 23,7 cm; Objektmaß: 26,3 x 36,1 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Mühle hatte ihren Zufluss im Müllermain, einem Abzweig des Mains, der im Winter ein beliebter Ort für Schlittschuhläufer war. Die Dreikönigskirche war die Sachsenhäuser Pfarrkirche, die später durch einen Neubau ersetzt wurde._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 110, zu der Variante in Privstbesitz)"
